1.000175960632216088e-01,1.000294836265414183e-01,1.000265287156884286e-01,1.000571429197314594e-01,1.000367907383642313e-01,6.148241242203003054e+01,1.000314349512999718e-01,1.000185177158241789e-01,1.000190018500980577e-01,1.000496316040222905e-01,1.000239345404173724e-01,1.000263028491782669e-01,1.000164023890144360e-01,1.000399116586925402e-01,1.000318333936413284e-01,1.000218688887969387e-01,1.000345243037437243e-01,1.000775404258806289e-01,1.000388661642662574e-01,1.000319916150699401e-01,1.000136714772938695e-01,1.000381674534256971e-01,2.017160949040283242e+02,1.000200627822934313e-01,1.000177675967603014e-01,1.000140426901213742e-01,1.000222770380865406e-01,1.000249633148154599e-01,1.000313448415250106e-01,1.000220125266364224e-01,1.000286694336347260e-01,1.000179125718558271e-01,1.000328669354744043e-01,1.000268517176254035e-01,1.000299028221360853e-01,1.000319814600108825e-01,1.000772707953996726e-01,1.000811573564528434e-01,1.000148229373061248e-01,1.000165964307023203e-01,1.000091252302518774e-01,1.000241932059778294e-01,1.000596780107474298e-01,1.000188833466503363e-01,1.000336657160939280e-01,1.000286891527443350e-01,1.000285209067789810e-01,1.000388748838136610e-01,1.000339260482238091e-01,1.000254708453408442e-01
1.000308028290813611e-01,1.000237879160613547e-01,1.000246056717544740e-01,1.000208198504453361e-01,1.000192994540161640e-01,1.000275773167832588e-01,1.000285652452598262e-01,1.000221547250318282e-01,1.000247932452206362e-01,1.000327008352499547e-01,1.000323317803016726e-01,1.000157665813298929e-01,1.000293773763104299e-01,1.000279543650910569e-01,1.000247273274634530e-01,1.000399583056955782e-01,1.000230899186756589e-01,1.000171121799024870e-01,1.000301159634149478e-01,2.710987627817215184e+02,1.000266877154644823e-01,1.000224550721233729e-01,1.000220825653178047e-01,1.000225797236969361e-01,1.000244570224462781e-01,1.000360065976866608e-01,1.000170335522454629e-01,1.000275269002243450e-01,1.000268706302840649e-01,1.000223548812858299e-01,1.000234928884456004e-01,1.000238063514356235e-01,1.000265066791808377e-01,1.000234778130184299e-01,1.000267508980616366e-01,1.000285491225056389e-01,1.000245588207998582e-01,1.000154601050136371e-01,1.000203417464090166e-01,1.000274738764464072e-01,1.000135777518518787e-01,1.000261113747555747e-01,1.000269898957066445e-01,1.000258129802233803e-01,1.000238634755458988e-01,1.000272677905859053e-01,1.000337492388744115e-01,1.000307195593403836e-01,1.000228414248620218e-01,1.000222709375760549e-01
1.000179987331543952e-01,1.000164399969058482e-01,1.000174975373158970e-01,1.000157154062765591e-01,1.000200826897330447e-01,1.000190316220623543e-01,1.000125905960357331e-01,1.000114610435837159e-01,1.000120136503625801e-01,1.000231161520660078e-01,1.000153668783394928e-01,1.000142530364841603e-01,1.000161457054482145e-01,1.000179269529377218e-01,1.000165964017337566e-01,1.000125257591687744e-01,1.000198215713319766e-01,1.000116345081562969e-01,1.000158025076494095e-01,1.000121370636870427e-01,1.000169108405543211e-01,1.000157193959004126e-01,2.550992115006849303e+02,1.000121885237058583e-01,1.000119709671937890e-01,1.000162267776657787e-01,1.000126744106438342e-01,1.000199685593027715e-01,1.000148998722788091e-01,1.000175977299678914e-01,1.000164257532687867e-01,1.000169233933186075e-01,1.000251326796696566e-01,1.000133181362386769e-01,1.000124417810811794e-01,1.000157845609633833e-01,1.000158688801646711e-01,1.000140800378362255e-01,1.000201947911029260e-01,1.000155783403963716e-01,1.000098530888208076e-01,1.000120801895361400e-01,1.000160596598115292e-01,1.000137650193885785e-01,1.000193477854098845e-01,1.000199092754788799e-01,1.000213412323043422e-01,1.000154528186913000e-01,1.000158239226599799e-01,1.000228030791714545e-01
1.000307011492558573e-01,1.000153886641186041e-01,1.000196206841523772e-01,1.000237476003786180e-01,1.000125952355592068e-01,1.000179535195037800e-01,1.000286563317716038e-01,1.000216086381053998e-01,1.000202374302465724e-01,1.000199982875957794e-01,1.000253072327430964e-01,1.000171760095593526e-01,1.000178582385607279e-01,1.000257701809419697e-01,1.000141782486435732e-01,1.000173107836224151e-01,1.000182199737879724e-01,1.000172814541393090e-01,1.000157173770290647e-01,1.000284492176908152e-01,1.000157009239010797e-01,1.000194842564144093e-01,1.000177818382983475e-01,1.000181274375324531e-01,2.070990799228533206e+02,1.000271482375052617e-01,1.000187504239661157e-01,1.000204206433951692e-01,1.000135431287721560e-01,1.000211743050907764e-01,1.000198554527140793e-01,1.000193116553709793e-01,1.000137853164075330e-01,1.000198901060313228e-01,1.000138565733035556e-01,1.000177616201229913e-01,1.000154612664099635e-01,1.000134753936950394e-01,1.000165263869912391e-01,1.000170681330139477e-01,1.000132387634593834e-01,1.000124127307456395e-01,1.000165002121873453e-01,1.000196259581017239e-01,1.000187662069964567e-01,1.000180496751620490e-01,1.000169076052616901e-01,1.000197221614326920e-01,1.000168520031439606e-01,1.000211024738850429e-01
1.000149903023366121e-01,1.000191100625723722e-01,1.000230300588319937e-01,1.000215740853655916e-01,1.000219988928739284e-01,1.000254725258334643e-01,1.000188596555964954e-01,1.000109707037340340e-01,1.000170842596298793e-01,1.000336053935252795e-01,1.000180019736581633e-01,1.000160296291187356e-01,1.000160427199787289e-01,1.000249533703775340e-01,1.000174145519370644e-01,1.000194031503671976e-01,1.000271178646696818e-01,1.000237220805206689e-01,1.000135182711478776e-01,1.000144960137926559e-01,1.000225798049124010e-01,1.000189138029687896e-01,1.000181540792780266e-01,1.000147498767534060e-01,1.000098831072681327e-01,1.000218948635458321e-01,1.000160888327987913e-01,1.000156254318855104e-01,1.000218936526135055e-01,1.000202775379560177e-01,1.000258279876444917e-01,1.000167576886957371e-01,1.000217269575661427e-01,1.000178959432267978e-01,1.000208423789753776e-01,6.609902522022314031e+01,1.000209066146780096e-01,1.000174443550403830e-01,1.000241855521584733e-01,1.000144931763666672e-01,1.000248790512112129e-01,1.000154223381816837e-01,1.000212381651881949e-01,1.000186431111518004e-01,1.000179393056821742e-01,1.000183368019694485e-01,1.000204061828275370e-01,1.000277032083505130e-01,1.000263530667629269e-01,1.000263213353015934e-01
1.000180147695384214e-01,1.000232375217769976e-01,1.000252767753703892e-01,1.000303445799760049e-01,1.000180335351893712e-01,1.193713079487244784e+02,1.000316504115706939e-01,1.000120404023095155e-01,1.000199641285974411e-01,1.000285958534222891e-01,1.000267202328911365e-01,1.000152346824951799e-01,1.000237507498400041e-01,1.000304751687765697e-01,1.000215284078148914e-01,1.000240229239560824e-01,1.000227243307180852e-01,1.000113167103869605e-01,1.000186283086707956e-01,1.000170285149740018e-01,1.000196235141129208e-01,1.000317071016682685e-01,1.000188054710020036e-01,1.000153383049122713e-01,1.000180049019523815e-01,1.000240646991734372e-01,1.000167887850978571e-01,1.000188534438898463e-01,1.000148210578399310e-01,1.000179241923844220e-01,1.000301253728044376e-01,1.000184842406440372e-01,1.000145435760319695e-01,1.000206423832431524e-01,1.000261740900950658e-01,1.000195788830739729e-01,1.000266435988391017e-01,1.000168756177565871e-01,1.745847602562053282e+02,1.000477540281237698e-01,1.000144486539911309e-01,1.000277905216872543e-01,1.000193545960750552e-01,1.273429114070130908e+02,1.000177254928424214e-01,1.000189764973677536e-01,1.000209757810723576e-01,1.000217568205321456e-01,1.000239033255988369e-01,1.000201150970170955e-01
1.000168863175716627e-01,1.000190065599740885e-01,1.000225827240796006e-01,1.055625101674932296e+02,1.000179218448538493e-01,1.000193064442174984e-01,1.000114527663965441e-01,6.163651883421813693e+01,1.000136824413305203e-01,1.000218741786962212e-01,1.000213490230312946e-01,1.000208870136796713e-01,1.000120366934865168e-01,1.000218774722340109e-01,1.000167809288712989e-01,1.000166153017385401e-01,1.000189197069864533e-01,1.000215001785145080e-01,1.000180795633855563e-01,1.000180724434613783e-01,1.000279898855598038e-01,1.000208324597533643e-01,1.000179249095905359e-01,1.000269369858187429e-01,1.000118242915817995e-01,1.000314967890980344e-01,1.000200774788390784e-01,1.000309253916897428e-01,1.000191078162698810e-01,1.000222298261504300e-01,1.000355825770444379e-01,1.000224848483727558e-01,1.000135657745815226e-01,1.000238149494663414e-01,1.000179510129189792e-01,1.000154988439178189e-01,1.000193164856979650e-01,1.000132992605804738e-01,1.000153723385144439e-01,1.000187229613504064e-01,1.000329275670322482e-01,1.000154690910391025e-01,1.000159170395051034e-01,1.000264596272614492e-01,1.000190968572410022e-01,1.000242674951718203e-01,1.000267159693498525e-01,1.000163275260261830e-01,1.000232425133168734e-01,1.000167881134110953e-01
1.000099017024716763e-01,1.000186873459196213e-01,1.000643031676867467e-01,1.000615052939535649e-01,5.509880117412856038e+01,1.000209673863191179e-01,1.000756754663133935e-01,1.000141802170027711e-01,1.000355292167918880e-01,1.000162274014355229e-01,1.000223178950251507e-01,1.000120799814317452e-01,1.000266894776275228e-01,1.000346682169323542e-01,1.000151231220966497e-01,1.000432324927417599e-01,1.000188234243744867e-01,1.000121766796273348e-01,1.000078446876142974e-01,1.000254937257082088e-01,1.000102287471982404e-01,1.000190298187587784e-01,1.000081691171858939e-01,1.000103972539216346e-01,1.000060062183298071e-01,1.000216507013628325e-01,1.000306379795211781e-01,1.000209283502202506e-01,1.000137868020361948e-01,1.000207542361840757e-01,1.000210416948576903e-01,1.000175981145450393e-01,1.000111980456374478e-01,1.000197560295650878e-01,1.000186220066718451e-01,1.000106443543779949e-01,1.000610944216350912e-01,1.000124301273250527e-01,1.000142540800937757e-01,1.001120491835569004e-01,1.000070176253874121e-01,1.000228695947123908e-01,1.000165513660512678e-01,1.000263085564189053e-01,1.000242120414305963e-01,1.000298253016259770e-01,1.000204995581949752e-01,1.000197080072333516e-01,1.000194784485675392e-01,1.000166511877536857e-01
1.000141171252978550e-01,1.000061774258617919e-01,1.000083111178278056e-01,1.000130088416641833e-01,1.000118917866864299e-01,1.000112366520790608e-01,1.000254866094205664e-01,1.000226102448931037e-01,1.000436597766964225e-01,1.000111826690195521e-01,1.000279813144371588e-01,1.000282141076549308e-01,1.000291549637495891e-01,1.000116150675634391e-01,1.000084940035252390e-01,1.000338138051937859e-01,1.000274360003235163e-01,1.000176941894289906e-01,7.099019294897870758e+00,1.000451159942659096e-01,1.000042887535302627e-01,1.000114583746055247e-01,1.000055227174384137e-01,1.000114054909163469e-01,1.000015866400820741e-01,1.000207084608102787e-01,1.000035649754295181e-01,1.000442554393453920e-01,1.001182248614585352e-01,1.000067372091653500e-01,1.000284295993772166e-01,1.000099212861721570e-01,1.000062477896588031e-01,1.000091586378652198e-01,1.000503127151071425e-01,1.000021670201807905e-01,1.000031237420548197e-01,1.000110090447305505e-01,1.000092691238293752e-01,1.000119601804382446e-01,1.000096745152630057e-01,1.000098461234257691e-01,1.000076622876653609e-01,1.000253700808370338e-01,1.000071577087775082e-01,1.000199463331419986e-01,1.000008734832581875e-01,1.000115988247293336e-01,1.000027862989122801e-01,1.001192356883337103e-01
1.000264171269592828e-01,1.000241369386896534e-01,1.000238751036492818e-01,1.000326551504245598e-01,1.000430710516510557e-01,1.000370060443812187e-01,1.000252768567045925e-01,1.000197616320818994e-01,1.000327468512602208e-01,1.000189106206483269e-01,1.000391979067762616e-01,1.000317494649203692e-01,1.000271017480851843e-01,6.040131392730575044e+01,1.000231015489529141e-01,1.000232867086699451e-01,1.000246962082950164e-01,1.000206467020189893e-01,1.000321784491490923e-01,1.000335225977341258e-01,1.000165743988536138e-01,1.000221624558540606e-01,1.000212236266045107e-01,1.000290803583322452e-01,1.000157255118625244e-01,1.000305769339829703e-01,1.000372361293885154e-01,1.000275507634845046e-01,1.000251415599238691e-01,1.000249803854330183e-01,5.579743982462918694e+01,1.000275421692006783e-01,1.000159979944934413e-01,1.000250204684552391e-01,1.000236693367756724e-01,1.000206123742776870e-01,1.000153050837931795e-01,1.000091092820805938e-01,1.000179131533208143e-01,1.000343073323308185e-01,1.000171774416385578e-01,1.000169065550800401e-01,1.000231800656179171e-01,1.000151017490373828e-01,1.000265577032030395e-01,1.000430571875955688e-01,1.000205811166601233e-01,1.000293367973766612e-01,1.000316339947973365e-01,1.000436474245783858e-01
